filename,hand_x1,hand_y1,hand_z1,hand_x2,hand_y2,hand_z2,hand_x3,hand_y3,hand_z3,hand_x4,hand_y4,hand_z4,hand_x5,hand_y5,hand_z5,hand_x6,hand_y6,hand_z6,hand_x7,hand_y7,hand_z7,hand_x8,hand_y8,hand_z8,hand_x9,hand_y9,hand_z9,hand_x10,hand_y10,hand_z10,hand_x11,hand_y11,hand_z11,hand_x12,hand_y12,hand_z12,hand_x13,hand_y13,hand_z13,hand_x14,hand_y14,hand_z14,hand_x15,hand_y15,hand_z15,hand_x16,hand_y16,hand_z16,hand_x17,hand_y17,hand_z17,hand_x18,hand_y18,hand_z18,hand_x19,hand_y19,hand_z19,hand_x20,hand_y20,hand_z20,hand_x21,hand_y21,hand_z21
free,0.285073757,0.726534009,-0.000303929,0.380282193,0.61528033,0.132561207,0.423365384,0.514416754,0.158370286,0.495072633,0.451518863,0.142823786,0.584980071,0.40265274,0.126373067,0.298289806,0.427643865,0.007377558,0.436660022,0.323252887,-0.060830705,0.559357584,0.273477018,-0.110616572,0.670482337,0.239223599,-0.155792743,0.304059565,0.449439377,-0.121447667,0.472002268,0.330088973,-0.217535734,0.615276873,0.271849275,-0.281874329,0.741964102,0.223842308,-0.325947791,0.336696953,0.487864166,-0.245190918,0.481448561,0.377931386,-0.339473993,0.61746037,0.3199386,-0.38700819,0.733923852,0.276899695,-0.419484109,0.38876465,0.540622175,-0.355840296,0.501292467,0.470192045,-0.45216918,0.601847887,0.424757034,-0.496932834,0.692281425,0.386977226,-0.532083273
free,0.279271007,0.722336233,-0.000370432,0.436126292,0.662436247,-0.247192383,0.548248887,0.55092603,-0.297575772,0.642398715,0.449650049,-0.278071195,0.703047752,0.355868816,-0.257240742,0.322972357,0.430869132,-0.184401423,0.519180834,0.326945782,-0.155465037,0.654174507,0.284302115,-0.12790817,0.770017147,0.256642997,-0.102681398,0.308431566,0.443067938,-0.010781633,0.520640492,0.35234198,0.031750433,0.660110414,0.336133778,0.018492043,0.761848927,0.336157113,-0.002514154,0.334904611,0.469715089,0.148198649,0.522446215,0.417074263,0.165121257,0.589078546,0.461581469,0.123024493,0.616644502,0.504205525,0.09265805,0.372403383,0.493870199,0.289124906,0.512076437,0.455941647,0.26049614,0.573499858,0.482697278,0.201031029,0.602650285,0.513575137,0.163821176
free,0.27446419,0.720854998,-0.000412172,0.498525053,0.684580266,-0.199501961,0.627255499,0.580308199,-0.255961001,0.729490459,0.480619401,-0.254843891,0.823889256,0.391687125,-0.25230068,0.38850069,0.446696967,-0.169686124,0.561429679,0.332334608,-0.118322194,0.68294239,0.287964761,-0.052188769,0.77391392,0.26366359,0.012992871,0.30983448,0.443909675,-0.00335842,0.490485072,0.330832422,0.093266927,0.622143388,0.295459569,0.185426608,0.724772573,0.279943466,0.249374375,0.280214429,0.457890242,0.154741913,0.429323018,0.362695932,0.243602663,0.546707749,0.330316097,0.306828529,0.638805091,0.319071919,0.353252381,0.283050627,0.478949338,0.301420778,0.392175496,0.396848559,0.369469017,0.479728341,0.366502106,0.404732376,0.558295846,0.350784242,0.435850799
free,0.254309535,0.721290946,-0.000436786,0.488162845,0.69063437,-0.18667829,0.626625836,0.587495029,-0.245570108,0.735381246,0.487452537,-0.246799961,0.831699491,0.401317358,-0.253121972,0.407562077,0.45619899,-0.174230173,0.570627511,0.335808575,-0.110568263,0.691266656,0.293769568,-0.03027319,0.780651569,0.274223626,0.043920048,0.315099239,0.450635433,-0.01164427,0.489776969,0.330892324,0.085702166,0.618777752,0.29505226,0.191018447,0.715664387,0.281831443,0.267644227,0.272344828,0.463813424,0.144952282,0.413499624,0.361944735,0.233548552,0.525224566,0.324834824,0.307806671,0.612417817,0.313387513,0.367798865,0.262018234,0.485961556,0.294101506,0.367080599,0.397681832,0.369478554,0.457262456,0.363318086,0.420688182,0.534822464,0.346067429,0.461298943
free,0.242609769,0.724613547,-0.000481957,0.4708094,0.694238663,-0.182292253,0.607722998,0.588740528,-0.236696571,0.713111997,0.487968266,-0.237141714,0.81014967,0.4009161,-0.244085863,0.392178863,0.450383246,-0.148457974,0.563925266,0.337525129,-0.077413671,0.68223393,0.294194788,-0.003209659,0.771050334,0.270818353,0.065339096,0.308087558,0.44751659,0.014180239,0.492306262,0.339325517,0.126767263,0.622009456,0.304322124,0.22703819,0.718469083,0.289634407,0.298209071,0.269780189,0.463301629,0.169818699,0.420165241,0.371236384,0.271519035,0.530450583,0.338071704,0.341679096,0.614639163,0.328596979,0.394300431,0.262017131,0.486862957,0.317442745,0.370096862,0.406912565,0.397980005,0.45832786,0.37496078,0.447911084,0.533531189,0.357701838,0.485070497
free,0.221344739,0.726941168,-0.000488718,0.464746028,0.697713256,-0.172284931,0.608187556,0.595307469,-0.223782986,0.716461778,0.495785087,-0.219760105,0.817860901,0.409133434,-0.218396366,0.403514266,0.457841277,-0.128327653,0.557674706,0.338353992,-0.045923393,0.667051196,0.293121189,0.044486448,0.74979043,0.269915521,0.126588881,0.311860085,0.453990102,0.032051653,0.478220344,0.337571859,0.152170479,0.597790182,0.30124104,0.258527637,0.686754107,0.286572695,0.33563298,0.26521498,0.469101936,0.187540188,0.400102615,0.370886385,0.295698673,0.503449798,0.332829535,0.366077513,0.584529698,0.319710135,0.422518402,0.250366986,0.492568135,0.335915565,0.353173107,0.405954897,0.425431013,0.436447799,0.36971885,0.477494001,0.506166756,0.350557208,0.518906415
free,0.19869262,0.730808258,-0.000434902,0.451773375,0.71367836,-0.161539495,0.610761583,0.612185299,-0.218192041,0.722951651,0.509275377,-0.215965673,0.827422738,0.423340589,-0.212914377,0.412573576,0.474258602,-0.154161662,0.558701038,0.345274866,-0.075430356,0.665033996,0.29522723,0.020212963,0.747824848,0.269076109,0.106890216,0.306971073,0.457791179,-0.002018382,0.466368407,0.327025592,0.104479574,0.582755387,0.287513673,0.215337038,0.671129107,0.273636192,0.298674464,0.246587455,0.465007693,0.148823515,0.378246069,0.350087404,0.234436154,0.482725382,0.305861026,0.295941621,0.568514466,0.290930897,0.35239622,0.217754543,0.484775215,0.295973867,0.328480482,0.388409197,0.367927313,0.419111043,0.347693026,0.415235519,0.493139178,0.329527795,0.452089697
free,0.183861673,0.734121144,-0.000396632,0.431566626,0.719938755,-0.142791912,0.600149751,0.621361554,-0.194724306,0.721951008,0.518229306,-0.18961753,0.830112457,0.435456842,-0.179632425,0.405663252,0.4779661,-0.165280715,0.558984876,0.350752592,-0.082399912,0.660783112,0.30143705,0.025810098,0.740012586,0.273097157,0.119059712,0.293412179,0.453619033,-0.024296548,0.467054784,0.325461388,0.079589635,0.577618122,0.285774142,0.198955253,0.660238445,0.269097209,0.288968831,0.226190999,0.455022097,0.118787602,0.372566491,0.341655672,0.197297364,0.474952996,0.29827565,0.265120119,0.557843328,0.282865584,0.326039672,0.192535847,0.471323818,0.260225594,0.310946584,0.378179014,0.32486549,0.402019441,0.339180052,0.372826844,0.472739935,0.323281407,0.41298002
free,0.165408194,0.740978479,-0.000407136,0.421830714,0.72569102,-0.112931833,0.596216559,0.628854096,-0.16008459,0.72262156,0.524314284,-0.159617692,0.825331748,0.440651804,-0.151575536,0.409047723,0.485536397,-0.153702214,0.550553679,0.354761362,-0.076169997,0.64953196,0.302509427,0.030450003,0.729284704,0.270238578,0.120910309,0.287692964,0.458136916,-0.029818047,0.454271495,0.326661587,0.065210238,0.563933432,0.28373307,0.18633242,0.645621717,0.264120817,0.280993372,0.209330201,0.456887454,0.101299368,0.35011223,0.338414758,0.175464123,0.452068895,0.294385731,0.2545636,0.533839583,0.2796368,0.325164735,0.163333088,0.471126586,0.231033176,0.273133099,0.374146491,0.294939578,0.363652706,0.335796833,0.35307616,0.433255494,0.322943896,0.400996774
free,0.160701036,0.744728029,-0.000381277,0.417825192,0.728605747,-0.10608317,0.593084157,0.633754194,-0.1555769,0.721699119,0.528344929,-0.15815337,0.823509336,0.443753064,-0.152575463,0.410811245,0.488873452,-0.166335315,0.545769036,0.35436517,-0.089243397,0.640219152,0.300352156,0.022666609,0.71676302,0.267840952,0.116461173,0.285379678,0.459471464,-0.049538806,0.449434727,0.323343813,0.040867899,0.555692255,0.278175473,0.166421041,0.634040713,0.25759697,0.264391303,0.200914219,0.456512302,0.075983502,0.34038198,0.333176106,0.149266496,0.442968905,0.288091183,0.230570063,0.523670435,0.272579819,0.300659418,0.149510443,0.469190717,0.200376242,0.259519756,0.369188905,0.260211825,0.350663483,0.330322206,0.316582948,0.420155972,0.317390919,0.363433331
free,0.151562214,0.749461412,-0.000361619,0.408574373,0.730790734,-0.106333815,0.587700307,0.63671428,-0.158500358,0.720042527,0.530291378,-0.161782309,0.82101059,0.444739044,-0.154617935,0.408032119,0.497162879,-0.19049333,0.540275931,0.357063293,-0.124578632,0.632972062,0.301176786,-0.013292763,0.709027171,0.266597629,0.081179708,0.280967057,0.466008306,-0.076687671,0.441030502,0.321959347,0.001420591,0.545846641,0.275796652,0.133173689,0.621303082,0.257009327,0.240536898,0.194772154,0.459642887,0.04729262,0.33294481,0.329283595,0.107617013,0.437856406,0.283438623,0.189781487,0.518627524,0.26940158,0.26478669,0.141558141,0.468303442,0.170835376,0.250716627,0.363893926,0.220430672,0.342402995,0.323879361,0.275942385,0.413058311,0.310826957,0.324974835
free,0.14401561,0.753729284,-0.000360634,0.40672037,0.731944144,-0.095028184,0.584959388,0.638635159,-0.143338308,0.717246532,0.533955812,-0.146915257,0.818319499,0.448794931,-0.141723216,0.4104954,0.492344022,-0.160921618,0.538154483,0.353537738,-0.086373664,0.628193021,0.296922624,0.022953216,0.703591764,0.26162827,0.113128096,0.282825619,0.463862479,-0.050451133,0.437706441,0.322185278,0.035665195,0.538232803,0.273822308,0.161101401,0.6127882,0.251404285,0.260820955,0.193059579,0.460461527,0.069523267,0.323300868,0.332064211,0.144104615,0.424621701,0.284160316,0.229316026,0.504024267,0.267227381,0.300112098,0.135412633,0.471770346,0.188352942,0.234551743,0.367426097,0.250013053,0.322428793,0.326023102,0.308837056,0.390675932,0.311608076,0.356985897
free,0.138238907,0.754435837,-0.000329553,0.401910484,0.731315553,-0.094782501,0.582448661,0.641312718,-0.141625315,0.718207359,0.537077427,-0.145395324,0.820425868,0.452171028,-0.139498025,0.417094827,0.494645715,-0.148762777,0.541806102,0.354096949,-0.075605586,0.630925417,0.296189547,0.030051639,0.704644561,0.25963518,0.114216127,0.291390479,0.465962499,-0.042408172,0.442881018,0.322187424,0.040374018,0.541312814,0.272166967,0.16173625,0.613048196,0.247445077,0.257192165,0.200818583,0.461250067,0.071653657,0.326511025,0.33042258,0.14377448,0.427223921,0.280818522,0.22397767,0.505132973,0.261651099,0.291115433,0.141496271,0.470317811,0.183981687,0.234980807,0.364058495,0.23893559,0.321444839,0.320908368,0.292616487,0.388625205,0.30317831,0.337382555
free,0.131713957,0.758807182,-0.000304519,0.39818716,0.731731772,-0.086982407,0.583669364,0.644419074,-0.130104721,0.722750127,0.542271078,-0.133338839,0.828493953,0.456942558,-0.126878455,0.428356946,0.49453494,-0.121432543,0.547885418,0.357586563,-0.046102308,0.631692529,0.30044052,0.050920144,0.701918721,0.26491642,0.125293046,0.302175343,0.466923773,-0.024155742,0.44779402,0.327204704,0.057886723,0.54141283,0.275081098,0.165617377,0.612401485,0.247742563,0.250553161,0.207010344,0.462674797,0.079697922,0.32717666,0.334285676,0.15430297,0.422883838,0.282254517,0.233071029,0.498107314,0.259972334,0.296385825,0.141346991,0.472727597,0.17971693,0.227271214,0.367503583,0.235559285,0.308411479,0.323206186,0.288455516,0.373098433,0.303530753,0.332095593
free,0.138710558,0.75909102,-0.000262413,0.403644949,0.729119897,-0.079787202,0.585919082,0.64417702,-0.122161925,0.724567294,0.545900941,-0.125312343,0.834765196,0.463606447,-0.119792797,0.43927601,0.492450148,-0.119627185,0.554954648,0.356662273,-0.043104723,0.634818792,0.301792443,0.057322115,0.701460481,0.269688189,0.13696982,0.31275323,0.466427356,-0.024654588,0.450882494,0.326914847,0.060303718,0.541885495,0.276065707,0.172000408,0.611422896,0.250607163,0.260863751,0.214225501,0.46388939,0.077366292,0.325000912,0.335321486,0.15460068,0.417480856,0.282798022,0.239439517,0.49165827,0.258781195,0.3078399,0.145192027,0.476187319,0.176000893,0.221770674,0.37018919,0.234002337,0.297011793,0.325183123,0.291723311,0.358484149,0.304603279,0.343057692
free,0.138355106,0.758724153,-0.000256907,0.403795183,0.730355501,-0.075203747,0.588505924,0.647967637,-0.115507215,0.728069663,0.550552607,-0.118036546,0.837537408,0.469132662,-0.112050213,0.446197897,0.497609675,-0.120679796,0.560748696,0.361671746,-0.047434859,0.639499426,0.306133866,0.049948096,0.706100047,0.273529112,0.127490222,0.31974864,0.469231993,-0.031209078,0.457325399,0.328845441,0.046815045,0.548162341,0.275956988,0.155142903,0.617663026,0.249692827,0.244243577,0.219664693,0.463788152,0.065607972,0.331400156,0.333747119,0.138621628,0.424224794,0.280433953,0.221839577,0.497295409,0.256040245,0.290381342,0.148579657,0.472915471,0.158987135,0.22689037,0.366078496,0.214275911,0.301602125,0.320753634,0.271348536,0.362604499,0.299185574,0.322639078
free,0.13465333,0.761152565,-0.000230511,0.402467251,0.733873963,-0.076351419,0.588655889,0.652770162,-0.121328965,0.732663751,0.555936992,-0.128575623,0.842557311,0.474288225,-0.126745984,0.454377085,0.504052818,-0.123988748,0.568989754,0.370114535,-0.064730421,0.647293925,0.313941658,0.027584892,0.713152051,0.281146467,0.104440436,0.327754289,0.473390818,-0.039797556,0.462577462,0.332265824,0.023547465,0.553961039,0.277162731,0.128553391,0.62344861,0.250448048,0.219322532,0.223968685,0.466428161,0.053738121,0.331782341,0.33336404,0.112559021,0.424942523,0.279281259,0.197321445,0.497470379,0.255357385,0.271186829,0.147689283,0.475724161,0.141507789,0.215610474,0.364770383,0.185882986,0.284106314,0.318309963,0.243170649,0.340926647,0.297590613,0.298611522
free,0.134453565,0.761621833,-0.000217694,0.399574637,0.734453797,-0.069117106,0.58441782,0.654975712,-0.114805482,0.728770733,0.560243726,-0.124569453,0.841776669,0.480629385,-0.126630843,0.455720127,0.505450487,-0.122616567,0.572214425,0.371977031,-0.065943494,0.650743008,0.316529036,0.023179438,0.716506898,0.28436166,0.096189402,0.329454422,0.474802107,-0.04283841,0.468215972,0.334727466,0.018660234,0.560318053,0.279974937,0.124434404,0.629671037,0.253435344,0.21580942,0.223980576,0.467685908,0.046238434,0.336650103,0.335007668,0.103686385,0.430084914,0.280356348,0.189568177,0.502310514,0.25524351,0.26318118,0.145869315,0.477300793,0.130852968,0.216549382,0.366309166,0.173761636,0.284564972,0.318360537,0.230827317,0.341279566,0.29486379,0.287653834
free,0.131584018,0.758543551,-0.000213136,0.396423906,0.732038319,-0.067767315,0.580335021,0.654616714,-0.113443352,0.723567605,0.561203301,-0.123743132,0.83731389,0.482279629,-0.128181785,0.456340671,0.5046404,-0.117446736,0.574636936,0.372214615,-0.062481381,0.652532279,0.316660643,0.024880279,0.716339946,0.284439623,0.097614333,0.330239773,0.474279314,-0.0386253,0.467555255,0.334223568,0.019083707,0.556473196,0.279969722,0.121906906,0.623589635,0.254671633,0.213390216,0.224306047,0.467152268,0.04892477,0.334235966,0.334618211,0.102514073,0.425211638,0.280951202,0.18561998,0.496112227,0.256560057,0.25833559,0.145317495,0.476613522,0.132161126,0.211176798,0.365128547,0.172500104,0.277367651,0.31817627,0.228239685,0.333681256,0.295960367,0.285580516
free,0.12079969,0.752805471,-0.000209192,0.385388464,0.730482101,-0.066130668,0.575288296,0.653508663,-0.108025961,0.721160173,0.562369823,-0.113674641,0.832481027,0.485770196,-0.106937543,0.45537734,0.503094196,-0.10331253,0.574110329,0.369514853,-0.044573002,0.65355742,0.314864993,0.039045077,0.716211021,0.283172011,0.105471745,0.332011044,0.473262906,-0.021951161,0.467621565,0.3339836,0.038284827,0.555409789,0.277410924,0.132746965,0.617911875,0.247336715,0.21170412,0.225827485,0.466928363,0.065515444,0.331370443,0.337395817,0.124714255,0.420480818,0.279301167,0.204844087,0.488877237,0.248968214,0.273591697,0.143593609,0.477588564,0.1494454,0.195326075,0.371527433,0.194403738,0.248141393,0.321296006,0.248106703,0.291663527,0.29192692,0.301169008
free,0.118410319,0.750221908,-0.000264576,0.386611551,0.727806091,-0.065452337,0.575927854,0.652709365,-0.108526766,0.721045434,0.562086761,-0.116626732,0.832621813,0.48764205,-0.112767205,0.456380367,0.503711998,-0.096483976,0.575004816,0.371258199,-0.037458546,0.6534006,0.316290677,0.038976286,0.716607213,0.28389746,0.096368954,0.330583453,0.47336483,-0.01958162,0.465369374,0.337407202,0.039910365,0.552565873,0.278212577,0.124226369,0.615925014,0.243648469,0.191504642,0.219626054,0.467245609,0.061024249,0.323868454,0.338835061,0.117663547,0.411238611,0.2771492,0.18617487,0.479737669,0.241039038,0.243906289,0.130101621,0.479688048,0.139174715,0.180629149,0.374020636,0.177695885,0.231534794,0.320163429,0.221271574,0.2752105,0.284868121,0.262659132
free,0.126890689,0.739611745,-0.000265434,0.389835596,0.721894264,-0.069343686,0.576142788,0.649693251,-0.117489927,0.726520419,0.560824633,-0.130502209,0.837217033,0.486475855,-0.134456024,0.455039769,0.501090646,-0.111716934,0.579015255,0.367604554,-0.06345851,0.660347641,0.31287685,0.011635231,0.724456429,0.283116609,0.071801439,0.332170457,0.470124483,-0.033124901,0.473658681,0.33201772,0.013934695,0.56222713,0.272421867,0.095933907,0.624553442,0.238519073,0.163386658,0.222324759,0.463078856,0.04851675,0.331766009,0.332106769,0.093916468,0.420109779,0.269635528,0.155622721,0.488047481,0.231863827,0.211964935,0.132848918,0.475604773,0.129493549,0.182081297,0.368899286,0.160292968,0.228761107,0.313867867,0.198977515,0.26605314,0.276407808,0.237015575
free,0.121581167,0.738088071,-0.000280389,0.378237635,0.722608268,-0.056420002,0.572713852,0.651950538,-0.104320772,0.728527665,0.564014494,-0.122091822,0.840859652,0.49124366,-0.130533189,0.459107935,0.504236698,-0.10762649,0.583801806,0.372013509,-0.068898588,0.662603378,0.313801885,-0.002590601,0.723345935,0.278963506,0.052458763,0.337999582,0.469444335,-0.042582553,0.478425354,0.332321137,-0.009350087,0.566429675,0.269888848,0.064573742,0.627582729,0.232199639,0.124339253,0.224966869,0.458754063,0.024555897,0.332045764,0.326094836,0.056456901,0.41700995,0.259734362,0.10524416,0.481669009,0.217351615,0.150574684,0.128144741,0.469489157,0.093680166,0.166765854,0.361100137,0.112998128,0.205667153,0.302991152,0.137072861,0.236504436,0.262327552,0.161230415
